Engagements,NBA_Follower_Count,Created,Type,Description,Len_Desc,Tagged_Count,DayOfWeek,playOffDate,month,hour,timeOfDay,propOfSpecialTexts,shoutouts,TagLevel,teamTagged,otherTagged,top3Tagged,bottom3Tagged,hashtags,hasHashtag,HashLevel,monthDateYear,postsInThatDay
,36899744,2019-05-18 23:26:24-04:00,Video,@qcook323 with the hesitation to the bucket for the @warriors on ESPN!,70,2,Saturday,1,5,23,Evening,0.16666666666666666,"['@qcook323', '@warriors']",Mid,0,1,0,0,[],False,None,2019-05-18,2
,36899744,2019-05-18 22:26:41-04:00,Video,@meyersleonard11 gets it back for the triple off the @trailblazers ball movement on ESPN!,89,2,Saturday,1,5,22,Evening,0.14285714285714285,"['@meyersleonard11', '@trailblazers']",Low,0,1,0,0,[],False,None,2019-05-18,2
,36872342,2019-05-17 23:08:53-04:00,Photo,The @bucks take 2-0 Eastern Conference Finals lead with 125-103 victory at home!,80,1,Friday,1,5,23,Evening,0.07692307692307693,['@bucks'],Low,0,1,0,0,[],False,None,2019-05-17,1
,36846041,2019-05-16 22:48:17-04:00,Video,The @warriors go on 13-0 run early in the 3rd! (??: ESPN),57,1,Thursday,1,5,22,Evening,0.16666666666666666,['@warriors'],Mid,0,1,0,0,[],False,None,2019-05-16,2
,36846041,2019-05-16 21:32:04-04:00,Video,@money23greens block sets up the @stephencurry30 layup on ESPN!,64,2,Thursday,1,5,21,Evening,0.2222222222222222,"['@money23green', '@stephencurry30']",High,0,1,0,0,[],False,None,2019-05-16,2
,36784913,2019-05-15 20:00:06-04:00,Photo,"During the Eastern Conference Semifinals, Kawhi Leonard scored the 3rd-most total points in a series since 1977! #NBAPlayoffs",125,0,Wednesday,1,5,20,Evening,0.05555555555555555,[],None,0,0,0,0,['#NBAPlayoffs'],True,Mid,2019-05-15,1
,36756045,2019-05-14 14:15:26-04:00,Video,Who had your fave ASSIST from the Eastern Conference Semis? #StateFarmAssists,77,0,Tuesday,1,5,14,Afternoon,0.09090909090909091,[],None,0,0,0,0,['#StateFarmAssists'],True,None,2019-05-14,1
,36716811,2019-05-12 22:14:24-04:00,Album,The moment it fell through! #TissotBuzzerBeater #ThisIsYourTime,63,0,Sunday,1,5,22,Evening,0.2857142857142857,[],None,0,0,0,0,"['#TissotBuzzerBeater', '#ThisIsYourTime']",True,Mid,2019-05-12,5
,36716811,2019-05-12 22:11:47-04:00,Video,Poetry in motion... for the @raptors win! #TissotBuzzerBeater #ThisIsYourTime #PhantomCam,89,1,Sunday,1,5,22,Evening,0.4,['@raptors'],Low,0,1,0,0,"['#TissotBuzzerBeater', '#ThisIsYourTime', '#PhantomCam']",True,High,2019-05-12,5
,36716811,2019-05-12 21:52:29-04:00,Photo,For the series! #TissotBuzzerBeater #ThisIsYourTime,51,0,Sunday,1,5,21,Evening,0.4,[],None,0,0,0,0,"['#TissotBuzzerBeater', '#ThisIsYourTime']",True,Mid,2019-05-12,5
,36716811,2019-05-12 21:16:00-04:00,Video,"Kawhi finishes off the drive, plus the foul, on TNT!",52,0,Sunday,1,5,21,Evening,0.0,[],None,0,0,0,0,[],False,None,2019-05-12,5
,36686842,2019-05-12 18:09:15-04:00,Video,@3jmccollum stops & pops for the clutch jumper! #NBAonABC,57,1,Sunday,1,5,18,Evening,0.2222222222222222,['@3jmccollum'],None,0,1,0,0,['#NBAonABC'],True,High,2019-05-12,5
,36655209,2019-05-10 23:50:26-04:00,Video,@stephencurry30 leads the @warriors into their 5th consecutive Western Conference Finals!,89,2,Friday,1,5,23,Evening,0.18181818181818182,"['@stephencurry30', '@warriors']",High,0,1,0,0,[],False,None,2019-05-10,4
,36655209,2019-05-10 23:30:43-04:00,Photo,Congrats to @jharden13 of the @houstonrockets for moving up to 11th on the #NBAPlayoffs 3PM list!,97,2,Friday,1,5,23,Evening,0.1875,"['@jharden13', '@houstonrockets']",High,0,1,0,0,['#NBAPlayoffs'],True,Mid,2019-05-10,4
,36655209,2019-05-10 23:09:42-04:00,Video,@cp3 sets up @ccapela15 twice to end the 3rd on ESPN! #NBAPlayoffs,66,2,Friday,1,5,23,Evening,0.25,"['@cp3', '@ccapela15']",High,0,1,0,0,['#NBAPlayoffs'],True,Mid,2019-05-10,4
,36632094,2019-05-10 14:01:37-04:00,Video,"?? JAMES HARDEN: The Origin Story ??
...
??: WARRIORS/ROCKETS Game 6
?: 9:00pm/et
??: ESPN",90,0,Friday,1,5,14,Afternoon,0.25,[],None,0,0,0,0,[],False,None,2019-05-10,4
,36632094,2019-05-09 22:58:45-04:00,Video,@jimmybutler (25/8) & @bensimmons (21/6) combine for 46 points & 14 assists to lead @sixers in Game 6 victory! #NBAPlayoffs,123,3,Thursday,1,5,22,Evening,0.2,"['@jimmybutler', '@bensimmons', '@sixers']",Mid,0,1,0,0,['#NBAPlayoffs'],True,Mid,2019-05-09,5
,36632094,2019-05-09 21:17:03-04:00,Video,@jimmybutler sets up @bensimmons for the @sixers SLAM on ESPN!,62,3,Thursday,1,5,21,Evening,0.3,"['@jimmybutler', '@bensimmons', '@sixers']",Mid,0,1,0,0,[],False,None,2019-05-09,5
,36632094,2019-05-09 21:06:37-04:00,Video,@kyle_lowry7s hustle leads to the Kawhi SLAM on ESPN!,54,1,Thursday,1,5,21,Evening,0.1111111111111111,['@kyle_lowry7'],None,0,1,0,0,[],False,None,2019-05-09,5
,36632094,2019-05-09 21:01:33-04:00,Video,@bensimmons ?? @biggame_08!,27,2,Thursday,1,5,21,Evening,1.0,"['@bensimmons', '@biggame_08']",Mid,0,1,0,0,[],False,None,2019-05-09,5
,36608321,2019-05-09 14:18:09-04:00,Photo,Its WIN or Go Home for the @trailblazers as the @nuggets look to advance to the Western Conference Finals... 10:30pm/et @nbaonespn!,132,3,Thursday,1,5,14,Afternoon,0.14285714285714285,"['@trailblazers', '@nuggets', '@nbaonespn']",Mid,0,1,0,0,[],False,None,2019-05-09,5
,36608321,2019-05-08 22:53:45-04:00,Photo,The @bucks win series 4-1 vs. @celtics with 116-91 home victory! #NBAPlayoffs,77,2,Wednesday,1,5,22,Evening,0.25,"['@bucks', '@celtics']",Mid,0,1,0,0,['#NBAPlayoffs'],True,Mid,2019-05-08,3
,36590040,2019-05-08 08:02:07-04:00,Photo,Join us in wishing @_kw15 of the @hornets a HAPPY 29th BIRTHDAY! #NBABDAY,73,2,Wednesday,1,5,8,Morning,0.23076923076923078,"['@_kw15', '@hornets']",Mid,0,1,0,0,['#NBABDAY'],True,Low,2019-05-08,3
,36590040,2019-05-08 00:18:58-04:00,Video,@jmglitxh27 follows up the miss! #NBAPlayoffs,45,1,Wednesday,1,5,0,Night,0.3333333333333333,['@jmglitxh27'],None,0,1,0,0,['#NBAPlayoffs'],True,Mid,2019-05-08,3
,36590040,2019-05-07 23:32:27-04:00,Video,"@damianlillard side-steps for the 3, plus the foul, on TNT! #NBAPlayoffs",72,1,Tuesday,1,5,23,Evening,0.18181818181818182,['@damianlillard'],High,0,1,0,0,['#NBAPlayoffs'],True,Mid,2019-05-07,4
,36590040,2019-05-07 22:43:11-04:00,Photo,The @raptors take 3-2 series lead over @sixers with 125-89 victory at home! #NBAPlayoffs,88,2,Tuesday,1,5,22,Evening,0.21428571428571427,"['@raptors', '@sixers']",Low,0,1,0,0,['#NBAPlayoffs'],True,Mid,2019-05-07,4
,36590040,2019-05-07 21:06:58-04:00,Video,@kyle_lowry7 gets into the lane for the and-one! (??: @nbaontnt),64,2,Tuesday,1,5,21,Evening,0.3,"['@kyle_lowry7', '@nbaontnt']",Mid,0,1,0,0,[],False,None,2019-05-07,4
,36564548,2019-05-07 01:31:32-04:00,Photo,The @bucks (3-1) and @houstonrockets (2-2) each WIN in Mondays #NBAPlayoffs action!,84,2,Tuesday,1,5,1,Night,0.25,"['@bucks', '@houstonrockets']",Mid,0,1,0,0,['#NBAPlayoffs'],True,Mid,2019-05-07,4
,36564548,2019-05-06 22:32:03-04:00,Video,@jharden13 pulls back for the triple on TNT! #NBAPlayoffs,57,1,Monday,1,5,22,Evening,0.2222222222222222,['@jharden13'],High,0,1,0,0,['#NBAPlayoffs'],True,Mid,2019-05-06,1
,36515589,2019-05-05 18:30:25-04:00,Photo,The @raptors even their series with the @sixers 2-2 on 101-96 victory in Philadelphia! #NBAPlayoffs,99,2,Sunday,1,5,18,Evening,0.2,"['@raptors', '@sixers']",Low,0,1,0,0,['#NBAPlayoffs'],True,Mid,2019-05-05,2
,36515589,2019-05-05 11:17:01-04:00,Album,The @sixers and @trailblazers seek commanding 3-1 leads... while the @raptors and @nuggets look to even it up 2-2!,114,4,Sunday,1,5,11,Morning,0.21052631578947367,"['@sixers', '@trailblazers', '@raptors', '@nuggets']",Low,0,1,0,0,[],False,None,2019-05-05,2
,36515589,2019-05-04 23:50:03-04:00,Video,@easymoneysniper (46 PTS) & @jharden13 (41 PTS) trade buckets in the 4th & OT in a thrilling Game 3! #NBAPlayoffs,113,2,Saturday,1,5,23,Evening,0.15,"['@easymoneysniper', '@jharden13']",High,0,1,0,0,['#NBAPlayoffs'],True,Mid,2019-05-04,2
,36515589,2019-05-04 22:50:28-04:00,Photo,Congrats to @klaythompson of the @warriors for moving up to 4th on the #NBAPlayoffs 3PM list as we celebrate @budweiserusa #LegendaryMoments,140,3,Saturday,1,5,22,Evening,0.23809523809523808,"['@klaythompson', '@warriors', '@budweiserusa']",Mid,0,1,0,0,"['#NBAPlayoffs', '#LegendaryMoments']",True,Mid,2019-05-04,2
,36490250,2019-05-03 21:49:25-04:00,Video,Poetry in motion... @fchwpo attacks the rim! #PhantomCam,56,1,Friday,1,5,21,Evening,0.25,['@fchwpo'],None,0,1,0,0,['#PhantomCam'],True,High,2019-05-03,1
,36463902,2019-05-02 22:44:01-04:00,Photo,The @sixers take 2-1 series lead over @raptors with 116-95 home victory! #NBAPlayoffs,85,2,Thursday,1,5,22,Evening,0.23076923076923078,"['@sixers', '@raptors']",Low,0,1,0,0,['#NBAPlayoffs'],True,Mid,2019-05-02,2
,36463902,2019-05-02 22:25:12-04:00,Video,@jimmybutler gets @theofficialai3 & the crowd ??,48,2,Thursday,1,5,22,Evening,0.42857142857142855,"['@jimmybutler', '@theofficialai3']",None,0,1,0,0,[],False,None,2019-05-02,2
,36414852,2019-04-30 23:56:51-04:00,Video,@jharden13 steps back for the triple late in the 2nd! #NBAPlayoffs (??: @nbaontnt),82,2,Tuesday,1,4,23,Evening,0.3076923076923077,"['@jharden13', '@nbaontnt']",High,0,1,0,0,['#NBAPlayoffs'],True,Mid,2019-04-30,1
,36389226,2019-04-29 21:54:01-04:00,Video,"@jimmybutler off the dribble, plus the foul, for the @sixers! #NBAPlayoffs (??: @nbaontnt)",90,3,Monday,1,4,21,Evening,0.38461538461538464,"['@jimmybutler', '@sixers', '@nbaontnt']",Mid,0,1,0,0,['#NBAPlayoffs'],True,Mid,2019-04-29,2
,36367250,2019-04-29 19:15:03-04:00,Video,?? the TOP 3 ASSISTS in the WEST from the opening round of the #NBAPlayoffs! #StateFarmAssists,94,0,Monday,1,4,19,Evening,0.1875,[],None,0,0,0,0,"['#NBAPlayoffs', '#StateFarmAssists']",True,Mid,2019-04-29,2
,36341790,2019-04-28 18:11:30-04:00,Photo,Congrats to @easymoneysniper of the @warriors for moving up to 11th on the #NBAPlayoffs SCORING list!,101,2,Sunday,1,4,18,Evening,0.1875,"['@easymoneysniper', '@warriors']",High,0,1,0,0,['#NBAPlayoffs'],True,Mid,2019-04-28,3
,36341790,2019-04-28 16:23:21-04:00,Video,@easymoneysniper rises up from deep to beat the shot-clock buzzer! #NBAPlayoffs #NBAonABC,89,1,Sunday,1,4,16,Afternoon,0.25,['@easymoneysniper'],High,0,1,0,0,"['#NBAPlayoffs', '#NBAonABC']",True,High,2019-04-28,3
,36341790,2019-04-28 00:19:37-04:00,Video,@willthethrillb5 sees an opening in GAME 7! #NBAPlayoffs,56,1,Sunday,1,4,0,Night,0.25,['@willthethrillb5'],None,0,1,0,0,['#NBAPlayoffs'],True,Mid,2019-04-28,3
,36317900,2019-04-27 16:00:01-04:00,Photo,?? @bensimmons & the @sixers open up the Eastern Conference Semis in Toronto (7:30pm/et @nbaontnt)! #NBAPlayoffs,112,3,Saturday,1,4,16,Afternoon,0.3125,"['@bensimmons', '@sixers', '@nbaontnt']",Mid,0,1,0,0,['#NBAPlayoffs'],True,Mid,2019-04-27,3
,36317900,2019-04-27 03:06:34-04:00,Photo,One step closer to the second round of the #NBAPlayoffs!,56,0,Saturday,1,4,3,Night,0.1,[],None,0,0,0,0,['#NBAPlayoffs'],True,Mid,2019-04-27,3
,36317900,2019-04-27 01:28:20-04:00,Video,@money23green makes sure to give props to @trezz24 following the @warriors win! #NBAPlayoffs,92,3,Saturday,1,4,1,Night,0.3076923076923077,"['@money23green', '@trezz24', '@warriors']",Mid,0,1,0,0,['#NBAPlayoffs'],True,Mid,2019-04-27,3
,36317900,2019-04-26 23:59:47-04:00,Video,@andre takes flight for the @warriors! #NBAPlayoffs,51,2,Friday,1,4,23,Evening,0.42857142857142855,"['@andre', '@warriors']",Mid,0,1,0,0,['#NBAPlayoffs'],True,Mid,2019-04-26,1
,36271116,2019-04-25 01:12:49-04:00,Photo,Congrats to @stephencurry30 of the @warriors for becoming the first player in @nbahistory to record 400 3PM in the #NBAPlayoffs!,128,3,Thursday,1,4,1,Night,0.2,"['@stephencurry30', '@warriors', '@nbahistory']",High,0,1,0,0,['#NBAPlayoffs'],True,Mid,2019-04-25,1
,36271116,2019-04-24 23:04:14-04:00,Photo,Congrats to @easymoneysniper of the @warriors for moving up to 10th on the #NBAPlayoffs 3PM list!,97,2,Wednesday,1,4,23,Evening,0.1875,"['@easymoneysniper', '@warriors']",High,0,1,0,0,['#NBAPlayoffs'],True,Mid,2019-04-24,3
,36271116,2019-04-24 23:03:30-04:00,Photo,Congrats to @easymoneysniper of the @warriors for moving up to 12th on the #NBAPlayoffs SCORING list!,101,2,Wednesday,1,4,23,Evening,0.1875,"['@easymoneysniper', '@warriors']",High,0,1,0,0,['#NBAPlayoffs'],True,Mid,2019-04-24,3
,36271116,2019-04-24 21:37:07-04:00,Video,@ccapela15 muscles in for the @houstonrockets SLAM on TNT! #NBAPlayoffs,71,2,Wednesday,1,4,21,Evening,0.3,"['@ccapela15', '@houstonrockets']",Mid,0,1,0,0,['#NBAPlayoffs'],True,Mid,2019-04-24,3
,36216008,2019-04-23 16:33:58-04:00,Video,"Nikola Jokic sets up his teammates! #NBABreakdown
...
??: @spurs/@nuggets G5
?: 9:30pm/et
??: @nbatv",100,3,Tuesday,1,4,16,Afternoon,0.36363636363636365,"['@spurs', '@nuggets', '@nbatv']",Mid,0,1,0,0,['#NBABreakdown'],True,High,2019-04-23,3
,36216008,2019-04-23 01:22:01-04:00,Photo,The @utahjazz defeat the @houstonrockets 107-91 in Game 4 at home! #NBAPlayoffs,79,2,Tuesday,1,4,1,Night,0.25,"['@utahjazz', '@houstonrockets']",Mid,0,1,0,0,['#NBAPlayoffs'],True,Mid,2019-04-23,3
,36216008,2019-04-23 00:53:23-04:00,Video,Back-to-back triples for @spidadmitchell early in the 4th! #NBAPlayoffs (??: @nbaontnt),87,2,Tuesday,1,4,0,Night,0.36363636363636365,"['@spidadmitchell', '@nbaontnt']",High,0,1,0,0,['#NBAPlayoffs'],True,Mid,2019-04-23,3
,36216008,2019-04-22 21:00:30-04:00,Video,The dunk & the block... @giannis_an34 is active early on TNT! #NBAPlayoffs,74,1,Monday,1,4,21,Evening,0.16666666666666666,['@giannis_an34'],High,0,1,0,0,['#NBAPlayoffs'],True,Mid,2019-04-22,2
,36192270,2019-04-22 10:56:00-04:00,Album,Its WIN or GO HOME for the @detroitpistons & @utahjazz as the @bucks & @houstonrockets look to advance! #NBAPlayoffs,117,4,Monday,1,4,10,Morning,0.2631578947368421,"['@detroitpistons', '@utahjazz', '@bucks', '@houstonrockets']",Mid,0,1,0,0,['#NBAPlayoffs'],True,Mid,2019-04-22,2
,36167857,2019-04-21 18:36:17-04:00,Photo,The @warriors take 3-1 series lead over the @laclippers with 113-105 victory in LA! #NBAPlayoffs,96,2,Sunday,1,4,18,Evening,0.2,"['@warriors', '@laclippers']",Mid,0,1,0,0,['#NBAPlayoffs'],True,Mid,2019-04-21,2
,36167857,2019-04-21 15:18:16-04:00,Video,@stephencurry30 with the fresh legs pregame in LA! #NBAonABC,60,1,Sunday,1,4,15,Afternoon,0.2222222222222222,['@stephencurry30'],High,0,1,0,0,['#NBAonABC'],True,High,2019-04-21,2
,36167857,2019-04-20 22:55:52-04:00,Photo,The @bucks take 3-0 series lead over the @detroitpistons with 119-103 victory in Detroit! #NBAPlayoffs,102,2,Saturday,1,4,22,Evening,0.2,"['@bucks', '@detroitpistons']",Low,0,1,0,0,['#NBAPlayoffs'],True,Mid,2019-04-20,1
,36144583,2019-04-19 23:36:09-04:00,Video,@damianlillard erupts for 25 points in the 3rd for the @trailblazers on ESPN! #NBAPlayoffs,90,2,Friday,1,4,23,Evening,0.21428571428571427,"['@damianlillard', '@trailblazers']",High,0,1,0,0,['#NBAPlayoffs'],True,Mid,2019-04-19,3
,36144583,2019-04-19 22:39:18-04:00,Video,@kyrieirving off the dribble to the bucket! #NBAonABC,53,1,Friday,1,4,22,Evening,0.25,['@kyrieirving'],High,0,1,0,0,['#NBAonABC'],True,High,2019-04-19,3
,36119790,2019-04-19 01:29:00-04:00,Photo,The @warriors take 2-1 series lead over @laclippers with 132-105 victory in LA! #NBAPlayoffs,92,2,Friday,1,4,1,Night,0.21428571428571427,"['@warriors', '@laclippers']",Mid,0,1,0,0,['#NBAPlayoffs'],True,Mid,2019-04-19,3
,36119790,2019-04-18 22:54:27-04:00,Photo,Congrats to @easymoneysniper of the @warriors for moving up to 14th on the all-time #NBAPlayoffs SCORING list!,110,2,Thursday,1,4,22,Evening,0.17647058823529413,"['@easymoneysniper', '@warriors']",High,0,1,0,0,['#NBAPlayoffs'],True,Mid,2019-04-18,1
,36093770,2019-04-17 21:42:17-04:00,Photo,The @celtics take 2-0 series lead over @pacers with 99-91 home W! #NBAPlayoffs,78,2,Wednesday,1,4,21,Evening,0.23076923076923078,"['@celtics', '@pacers']",Mid,0,1,0,0,['#NBAPlayoffs'],True,Mid,2019-04-17,3
,36070358,2019-04-17 01:51:27-04:00,Photo,"The @raptors (1-1), @nuggets (1-1) and @trailblazers (2-0) each WIN in Tuesdays #NBAPlayoffs action!",101,3,Wednesday,1,4,1,Night,0.2857142857142857,"['@raptors', '@nuggets', '@trailblazers']",Low,0,1,0,0,['#NBAPlayoffs'],True,Mid,2019-04-17,3
,36070358,2019-04-17 00:25:58-04:00,Video,????@damianlillard ??(??: @nbaontnt),36,2,Wednesday,1,4,0,Night,1.0,"['@damianlillard', '@nbaontnt']",High,0,1,0,0,[],False,None,2019-04-17,3
,36070358,2019-04-16 22:58:16-04:00,Video,@damianlillard splits the defense for the and-one! #NBAPlayoffs (??: @nbaontnt),79,2,Tuesday,1,4,22,Evening,0.4,"['@damianlillard', '@nbaontnt']",High,0,1,0,0,['#NBAPlayoffs'],True,Mid,2019-04-16,2
,36047948,2019-04-16 01:46:36-04:00,Photo,The @laclippers even their series with the @warriors 1-1 on 135-131 road W! #NBAPlayoffs,88,2,Tuesday,1,4,1,Night,0.21428571428571427,"['@laclippers', '@warriors']",Mid,0,1,0,0,['#NBAPlayoffs'],True,Mid,2019-04-16,2
,36025758,2019-04-15 18:48:30-04:00,Video,@jimmybutler & the @sixers look to even the series 1-1 with a win tonight (8:00pm/et @nbaontnt)! #NBAPlayoffs,109,3,Monday,1,4,18,Evening,0.23529411764705882,"['@jimmybutler', '@sixers', '@nbaontnt']",Mid,0,1,0,0,['#NBAPlayoffs'],True,Mid,2019-04-15,2
,36025758,2019-04-15 13:32:52-04:00,Album,"In tonights @nbaontnt #NBAPlayoffs action, the @brooklynnets & @warriors look to go up 2-0, while the @sixers & @laclippers look to even it up 1-1!",148,5,Monday,1,4,13,Afternoon,0.24,"['@nbaontnt', '@brooklynnets', '@warriors', '@sixers', '@laclippers']",Mid,0,1,0,0,['#NBAPlayoffs'],True,Mid,2019-04-15,2
,35999922,2019-04-14 12:44:46-04:00,Photo,All-Star guards headline @okcthunder/@trailblazers 3:30pm/et #NBAonABC! #NBAPlayoffs,84,2,Sunday,1,4,12,Afternoon,0.42857142857142855,"['@okcthunder', '@trailblazers']",Low,0,1,0,0,"['#NBAonABC', '#NBAPlayoffs']",True,High,2019-04-14,2
,35999922,2019-04-14 10:33:27-04:00,Video,"? A Magician With The Ball! ?
...
??: @pacers/@celtics
?: 1:00pm/et
??: @nbaontnt ??: #NBAPlayoffs",98,3,Sunday,1,4,10,Morning,0.5,"['@pacers', '@celtics', '@nbaontnt']",Mid,0,1,0,0,['#NBAPlayoffs'],True,Mid,2019-04-14,2
,35999922,2019-04-13 23:09:47-04:00,Photo,The @warriors take 1-0 series lead with 121-104 home victory! #NBAPlayoffs,74,1,Saturday,1,4,23,Evening,0.18181818181818182,['@warriors'],Mid,0,1,0,0,['#NBAPlayoffs'],True,Mid,2019-04-13,2
,35978518,2019-04-13 18:24:17-04:00,Video,@djaugustin dumps it off the Vooch in transition for the @orlandomagic on ESPN!,79,2,Saturday,1,4,18,Evening,0.15384615384615385,"['@djaugustin', '@orlandomagic']",Low,0,1,0,0,[],False,None,2019-04-13,2
,35934983,2019-04-11 08:20:08-04:00,Album,Sixteen seasons of excellence for @dwyanewade! #OneLastDance,60,1,Thursday,0,4,8,Morning,0.2857142857142857,['@dwyanewade'],High,0,1,0,0,['#OneLastDance'],True,High,2019-04-11,1
,35934983,2019-04-10 23:42:34-04:00,Video,?? @dwyanewade signs off following an illustrious 16-year career! #OneLastDance,79,1,Wednesday,0,4,23,Evening,0.3,['@dwyanewade'],High,0,1,0,0,['#OneLastDance'],True,High,2019-04-10,2
,35918453,2019-04-10 03:59:56-04:00,Album,?? 41.21.1 ??,13,0,Wednesday,0,4,3,Night,0.6666666666666666,[],None,0,0,0,0,[],False,None,2019-04-10,2
,35918453,2019-04-09 23:08:48-04:00,Video,@swish41 scores 30 PTS in the @dallasmavs win! ?? 41.21.1,57,2,Tuesday,0,4,23,Evening,0.3,"['@swish41', '@dallasmavs']",Low,0,1,0,0,[],False,None,2019-04-09,3
,35918453,2019-04-09 22:33:45-04:00,Video,"#WadeCounty, I love you! #OneLastDance",38,0,Tuesday,0,4,22,Evening,0.4,[],None,0,0,0,0,"['#WadeCounty', '#OneLastDance']",True,High,2019-04-09,3
,35898279,2019-04-09 13:43:55-04:00,Photo,"#GLeagueFinals GAMEDAY!
?? Who ya got... the @LongIslandNets, looking to clinch their first title or the @RGVVipers, looking to force a winner-take-all Game 3? #ThisIsYourTime (repost @nbagleague)",196,3,Tuesday,0,4,13,Afternoon,0.23076923076923078,"['@LongIslandNets', '@RGVVipers', '@nbagleague']",None,0,1,0,0,"['#GLeagueFinals', '#ThisIsYourTime']",True,Mid,2019-04-09,3
,35878851,2019-04-08 00:54:52-04:00,Album,28 teams hit the floor for an action-packed Sunday!,51,0,Monday,0,4,0,Night,0.0,[],None,0,0,0,0,[],False,None,2019-04-08,1
,35857828,2019-04-07 17:17:12-04:00,Video,#ThankYouChanning ??@cavs,25,1,Sunday,0,4,17,Afternoon,1.0,['@cavs'],Mid,0,1,0,0,['#ThankYouChanning'],True,None,2019-04-07,2
,35857828,2019-04-07 01:50:29-04:00,Photo,The #NBAPlayoffs Picture through Saturdays two games!,54,0,Sunday,0,4,1,Night,0.14285714285714285,[],None,0,0,0,0,['#NBAPlayoffs'],True,Mid,2019-04-07,2
,35834027,2019-04-06 01:54:39-04:00,Album,?? 24 teams in action for a busy Friday night around the Association!,69,0,Saturday,0,4,1,Night,0.07692307692307693,[],None,0,0,0,0,[],False,None,2019-04-06,1
,35817162,2019-04-04 23:39:34-04:00,Video,@acfresh21 above it all for the PUTBACK SLAM! (??: @nbaontnt),61,2,Thursday,0,4,23,Evening,0.3,"['@acfresh21', '@nbaontnt']",Mid,0,1,0,0,[],False,None,2019-04-04,3
,35817162,2019-04-04 22:45:29-04:00,Video,@giannis_an34 comes over for the late swat!,43,1,Thursday,0,4,22,Evening,0.14285714285714285,['@giannis_an34'],High,0,1,0,0,[],False,None,2019-04-04,3
,35817162,2019-04-04 22:26:21-04:00,Video,@giannis_an34 inside and @joelembiid outside! (??: @nbaontnt),61,3,Thursday,0,4,22,Evening,0.5714285714285714,"['@giannis_an34', '@joelembiid', '@nbaontnt']",High,0,1,0,0,[],False,None,2019-04-04,3
,35800021,2019-04-03 23:29:40-04:00,Video,?? @mbeasy5 ??,14,1,Wednesday,0,4,23,Evening,1.0,['@mbeasy5'],None,0,1,0,0,[],False,None,2019-04-03,1
